nuts_id,area
AT112,1792153716
AT113,1469095383
AL011,2470032973
AL012,772409762
AL013,2391179955
AL014,1663011814
AL015,3528439883
AL021,3314201196
AL022,1651449460
AL031,1801015701
AL032,1882528342
AL033,2879608907
AL034,3736069648
AL035,2705651189
AT111,704131055
AT125,2411776881
AT222,3318812647
AT223,3206769679
AT224,3315425616
AT225,2296985618
AT126,2726503135
AT127,1476684815
AT130,414060156
AT211,2030411518
AT212,4134650372
AT213,3378096191
AT221,1215092292
AT121,3359550982
AT122,3373968947
AT123,1232276027
AT124,4615694318
AT334,3320508381
AT335,3974234091
AT341,1872793387
AT342,746230303
BE100,161774883
BE211,998722331
AT226,3060581466
AT311,2820814918
AT312,1746165627
AT313,2659634982
AT314,2241825655
AT315,2516002127
AT321,1019748630
AT322,4396135473
AT323,1740026042
AT331,1237468334
AT332,2096362490
AT333,2022486058
BE234,949870971
BE235,422475648
BE236,481023399
BE241,949656982
BE32D,785924335
BE331,660355917
BE332,795775446
BE334,390354229
BE335,1162860308
BE336,844233578
BE341,319321760
BE242,1169888310
BE251,665503815
BE252,365122058
BE253,554012525
BE254,406289438
BE255,294354600
BE256,273462608
BE257,331858126
BE258,280063765
BE310,1097301447
BE323,589384993
BE328,714731894
BE329,219155693
BE32A,671033030
BE32B,474934979
BE32C,357615755
BE212,513063536
BE213,1360030756
BE223,633897955
BE224,882306802
BE225,910366096
BE231,472400597
BE232,346625355
BE233,335216984
BG322,2023628857
BG323,2864568354
BG324,2413367262
BE342,1047085432
BE343,957941323
BE344,1358613025
BE345,778931412
BE351,1597942033
BE352,1168182897
BE353,911372782
BG311,3035357984
BG312,3629093142
BG313,3623003072
BG314,4643146123
BG315,4130548758
BG321,4665570823
BG333,3396064931
BG334,2711358614
BG412,7063406299
BG413,6449419219
BG414,2391833899
BG341,7750487772
BG342,3543892058
BG343,3355288611
BG344,5150311427
BG411,1342033395
BG325,2851157546
BG331,3821224247
BG332,4719372878
CH012,5223518053
CH013,283139863
CH021,5958975696
BG415,3053372832
BG421,5963828017
BG422,5530216491
BG423,4458273058
BG424,3203695018
BG425,3213679884
CH011,3211059865
CH025,838467424
CH031,37289795
CH032,516005732
CH056,7105081997
CH057,993795888
CH061,1493838002
CH062,1076127363
CH033,1404352816
CH040,1728759508
CH051,685696418
CH052,297875974
CH053,243173424
CH054,173034852
CH055,2027814772
CH022,1670953467
CH023,790007030
CH024,802704049
CZ031,10058841340
CZ032,7650506208
CH063,907865999
CH064,489958785
CH065,276022618
CH066,239716544
CH070,2811986171
CY000,9258640430
CZ010,496611032
CZ020,10931366707
CZ051,3163248371
CZ064,7187211928
CZ071,5269538539
CZ052,4758553441
CZ053,4518012369
CZ063,6794998815
CZ041,3311538299
CZ042,5338545029
DE11B,1304145793
DE11C,626696368
DE11D,1511877750
DE121,140153132
DE122,174652498
CZ072,3963933656
CZ080,5429665766
DE111,210353724
DE112,616614276
DE113,638911408
DE114,642177604
DE115,685680677
DE116,856580987
DE117,100481404
DE118,1099339404
DE119,777838660
DE11A,1483533241
DE12A,798196542
DE12B,572466789
DE12C,870850652
DE131,153784126
DE13A,1130518781
DE141,1092719799
DE142,519112905
DE143,917407322
DE144,119442604
DE145,1357047746
DE132,1377700388
DE133,680158814
DE134,1859291017
DE135,769510493
DE136,1026721690
DE137,733880838
DE138,861984692
DE139,806603631
DE123,1083699478
DE124,738879228
DE125,109689614
DE126,145281186
DE127,1126490159
DE128,1061256138
DE129,98904054
DE21H,664176994
DE21I,740471167
DE21J,760821172
DE21K,1440968015
DE21L,486286141
DE21M,1533906839
DE146,1410583271
DE147,880708261
DE148,1633065698
DE149,1205768430
DE211,133337375
DE212,312007216
DE213,36824292
DE214,569565363
DE215,839823848
DE216,1112148344
DE217,580160962
DE218,549747896
DE219,1214409197
DE21A,871603217
DE21B,799159399
DE21C,434434986
DE21D,1011439868
DE21E,802965543
DE21F,866610010
DE21G,804097618
DE228,1529869563
DE229,973006107
DE22A,1280423442
DE238,1391291251
DE239,1460644826
DE23A,1083931198
DE241,54864849
DE242,66763156
DE243,48177154
DE244,58621421
DE245,1167400157
DE22B,1201764578
DE22C,879089304
DE231,50271137
DE232,79865591
DE233,70834449
DE234,1254068751
DE235,1524919465
DE236,1344791445
DE237,1427356661
DE21N,967002698
DE221,66100737
DE222,69965632
DE223,67255208
DE224,860637433
DE225,985204245
DE226,1064361296
DE227,1347759832
DE25C,970178800
DE261,62468982
DE262,35763503
DE263,88179787
DE264,698202000
DE265,1137075770
DE266,1021369128
DE267,956475197
DE246,1273703646
DE247,590629503
DE248,642943780
DE249,893733438
DE24A,650681224
DE24B,658472136
DE24C,519290586
DE24D,605918451
DE251,100318529
DE252,78636324
DE253,63576409
DE254,187340658
DE255,40631344
DE256,1971820059
DE257,564676152
DE258,307139845
DE259,798049141
DE25A,1267715902
DE25B,896094864
DE273,63491100
DE274,69991921
DE275,779622106
DE276,1072022433
DE401,228255687
DE402,165734315
DE403,148819467
DE404,187904108
DE405,1481390391
DE406,2275899498
DE407,1899882364
DE277,792880095
DE278,762984658
DE279,516344913
DE27A,362737208
DE27B,1395268744
DE27C,1228277354
DE27D,1272869952
DE27E,1527861071
DE300,893094688
DE268,683833541
DE269,715786603
DE26A,1322089728
DE26B,841944152
DE26C,966231322
DE271,146407335
DE272,40249489
DK032,8672824427
DEA1F,1042865954
DEA22,142141684
DEA23,406061203
DEA24,79617224
DEA26,941481547
DEB3E,463668492
DEB3F,641050759
DEB3G,572959970
DEF03,211146891
DEF04,72151938
DEF05,1428407934
DEF06,1262256109
DK041,7242616417
DEA27,703460842
DEA28,1250758430
DEA29,626403576
DEB3H,638702624
DEB3I,303549037
DEB3J,605880501
DEF07,2083084529
DK042,5932804142
DEA2A,918822906
DEA2B,437077443
DEA2C,1152498941
DEB3K,954578080
DEC01,411184952
DEC02,557203080
DEC03,247782968
DEF08,1387476900
DEF09,637163191
DEF0A,1083193211
EL305,1517294103
EL306,1005560893
DEA2D,707864667
DEA31,100101827
DEA32,106165013
DEA33,303436800
DEA34,1421448832
DEC04,458911509
DEC05,419594520
DEC06,477632629
DED21,327936827
DEF0B,2168037721
DEF0C,1991769827
EL307,933366295
DEA35,1112768827
